Rank,Title,Rating,Genre,Members,Type,# of Episodes,Licensor,Studio,Source,Duration,Premiered,Favorites
Ranked #45,Great Teacher Onizuka,8.7,"Genres: Slice of Life, Comedy, Drama, School, Shounen","Members 645,923",Type: TV,Episodes: 43,"Licensors: Discotek Media, Tokyopop",Studios: Studio Pierrot,Source: Manga,Duration: 25 min. per ep.,Premiered: Summer 1999,"Favorites: 20,659"
Ranked #46,Mononoke Hime,8.7,"Genres: Action, Adventure, Fantasy","Members 969,372",Type: Movie,Episodes: 1,Licensors: GKIDS,Studios: Studio Ghibli,Source: Original,Duration: 2 hr. 13 min.,Null,"Favorites: 16,453"
Ranked #47,Shigatsu wa Kimi no Uso,8.7,"Genres: Music, Drama, Romance, School, Shounen","Members 1,676,269",Type: TV,Episodes: 22,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 22 min. per ep.,Premiered: Fall 2014,"Favorites: 71,037"
Ranked #48,Mushishi,8.68,"Genres: Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen","Members 672,106",Type: TV,Episodes: 26,Licensors: Funimation,Studios: Artland,Source: Manga,Duration: 25 min. per ep.,Premiered: Fall 2005,"Favorites: 22,775"
Ranked #49,Ashita no Joe 2,8.68,"Genres: Action, Drama, Shounen, Slice of Life, Sports","Members 34,649",Type: TV,Episodes: 47,"Licensors: None found, add some",Studios: Tokyo Movie Shinsha,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 1980,"Favorites: 1,648"
Ranked #50,Haikyuu!! Second Season,8.68,"Genres: Comedy, Sports, Drama, School, Shounen","Members 1,046,544",Type: TV,Episodes: 25,Licensors: Sentai Filmworks,Studios: Production I.G,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 2015,"Favorites: 13,567"
Ranked #51,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,8.68,"Genres: Comedy, Psychological, Romance, School, Seinen","Members 845,675",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2020,"Favorites: 15,898"
Ranked #52,Hajime no Ippo: New Challenger,8.66,"Genres: Comedy, Sports, Drama, Shounen","Members 217,971",Type: TV,Episodes: 26,"Licensors: None found, add some",Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2009,"Favorites: 1,442"
Ranked #53,Howl no Ugoku Shiro,8.66,"Genres: Adventure, Drama, Fantasy, Romance","Members 967,467",Type: Movie,Episodes: 1,Licensors: Walt Disney Studios,Studios: Studio Ghibli,Source: Novel,Duration: 1 hr. 59 min.,Null,"Favorites: 18,817"
Ranked #54,Natsume Yuujinchou Shi,8.66,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 205,839",Type: TV,Episodes: 13,"Licensors: NIS America, Inc.",Studios: Brain's Base,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2012,"Favorites: 1,763"
Ranked #55,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.66,"Genres: Drama, Romance, School, Supernatural","Members 465,020",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: CloverWorks,Source: Light novel,Duration: 1 hr. 30 min.,Null,"Favorites: 7,373"
Ranked #56,Tengen Toppa Gurren Lagann,8.65,"Genres: Action, Sci-Fi, Adventure, Comedy, Mecha","Members 1,317,341",Type: TV,Episodes: 27,"Licensors: ADV Films, Bandai Entertainment, Aniplex of America",Studios: Gainax,Source: Original,Duration: 24 min. per ep.,Premiered: Spring 2007,"Favorites: 66,713"
Ranked #57,Violet Evergarden,8.65,"Genres: Slice of Life, Drama, Fantasy","Members 1,253,548",Type: TV,Episodes: 13,Licensors: Funimation,Studios: Kyoto Animation,Source: Light novel,Duration: 24 min. per ep.,Premiered: Winter 2018,"Favorites: 39,983"
Ranked #58,Natsume Yuujinchou Roku,8.64,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 147,790",Type: TV,Episodes: 11,"Licensors: None found, add some",Studios: Shuka,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2017,Favorites: 884
Ranked #59,Suzumiya Haruhi no Shoushitsu,8.64,"Genres: Comedy, Mystery, Romance, School, Sci-Fi, Supernatural","Members 518,464",Type: Movie,Episodes: 1,"Licensors: Funimation, Bandai Entertainment",Studios: Kyoto Animation,Source: Light novel,Duration: 2 hr. 42 min.,Null,"Favorites: 11,593"
Ranked #60,Shingeki no Kyojin Season 3,8.63,"Genres: Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Members 1,573,035",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Wit Studio,Source: Manga,Duration: 23 min. per ep.,Premiered: Summer 2018,"Favorites: 15,159"
Ranked #61,Death Note,8.63,"Genres: Mystery, Police, Psychological, Supernatural, Thriller, Shounen","Members 2,968,435",Type: TV,Episodes: 37,Licensors: VIZ Media,Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2006,"Favorites: 135,323"
Ranked #62,Josee to Tora to Sakana-tachi,8.63,"Genres: Slice of Life, Drama, Romance","Members 149,391",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: Bones,Source: Novel,Duration: 1 hr. 38 min.,Null,"Favorites: 2,213"
Ranked #63,Mushishi Zoku Shou: Suzu no Shizuku,8.62,"Genres: Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","Members 104,249",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: Artland,Source: Manga,Duration: 47 min.,Null,Favorites: 179
Ranked #64,Ookami Kodomo no Ame to Yuki,8.62,"Genres: Fantasy, Slice of Life","Members 667,970",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: Studio Chizu,Source: Original,Duration: 1 hr. 57 min.,Null,"Favorites: 9,784"
Ranked #65,Ping Pong the Animation,8.62,"Genres: Drama, Psychological, Seinen, Sports","Members 299,455",Type: TV,Episodes: 11,Licensors: Funimation,Studios: Tatsunoko Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2014,"Favorites: 12,149"
Ranked #66,Kizumonogatari II: Nekketsu-hen,8.61,"Genres: Action, Mystery, Supernatural, Vampire","Members 344,110",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 1 hr. 4 min.,Null,"Favorites: 1,897"
Ranked #67,Fumetsu no Anata e,8.6,"Genres: Adventure, Drama, Shounen, Supernatural","Members 462,138",Type: TV,Episodes: 20,"Licensors: None found, add some",Studios: Brain's Base,Source: Manga,Duration: 25 min. per ep.,Premiered: Spring 2021,"Favorites: 6,273"
Ranked #68,Yakusoku no Neverland,8.6,"Genres: Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen","Members 1,405,840",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: CloverWorks,Source: Manga,Duration: 22 min. per ep.,Premiered: Winter 2019,"Favorites: 29,355"
Ranked #69,Yojouhan Shinwa Taikei,8.6,"Genres: Mystery, Comedy, Psychological, Romance","Members 344,657",Type: TV,Episodes: 11,Licensors: Funimation,Studios: Madhouse,Source: Novel,Duration: 23 min. per ep.,Premiered: Spring 2010,"Favorites: 14,695"
Ranked #70,Natsume Yuujinchou San,8.59,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 213,247",Type: TV,Episodes: 13,"Licensors: NIS America, Inc.",Studios: Brain's Base,Source: Manga,Duration: 24 min. per ep.,Premiered: Summer 2011,"Favorites: 1,222"
Ranked #71,Shouwa Genroku Rakugo Shinjuu,8.59,"Genres: Drama, Historical, Josei","Members 241,820",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Studio Deen,Source: Manga,Duration: 26 min. per ep.,Premiered: Winter 2016,"Favorites: 5,091"
Ranked #72,Hajime no Ippo: Rising,8.59,"Genres: Comedy, Sports, Drama, Shounen","Members 191,888",Type: TV,Episodes: 25,"Licensors: None found, add some","Studios: Madhouse, MAPPA",Source: Manga,Duration: 22 min. per ep.,Premiered: Fall 2013,Favorites: 939
Ranked #73,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.59,"Genres: Action, Adventure, Shounen","Members 661,282",Type: TV,Episodes: 39,Licensors: VIZ Media,Studios: David Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2018,"Favorites: 21,518"
Ranked #74,Kimetsu no Yaiba,8.59,"Genres: Action, Demons, Historical, Shounen, Supernatural","Members 1,883,554",Type: TV,Episodes: 26,Licensors: Aniplex of America,Studios: ufotable,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2019,"Favorites: 60,305"
Ranked #75,Kimi no Suizou wo Tabetai,8.59,"Genres: Slice of Life, Drama, Romance","Members 588,158",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Studio VOLN,Source: Novel,Duration: 1 hr. 48 min.,Null,"Favorites: 13,036"
Ranked #76,Fate/Zero 2nd Season,8.58,"Genres: Action, Supernatural, Magic, Fantasy","Members 893,636",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: ufotable,Source: Light novel,Duration: 24 min. per ep.,Premiered: Spring 2012,"Favorites: 17,543"
Ranked #77,Fruits Basket 2nd Season,8.58,"Genres: Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo","Members 293,050",Type: TV,Episodes: 25,Licensors: Funimation,Studios: TMS Entertainment,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2020,"Favorites: 3,906"
Ranked #78,Natsume Yuujinchou Go,8.58,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 147,337",Type: TV,Episodes: 11,"Licensors: None found, add some",Studios: Shuka,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2016,Favorites: 657
Ranked #79,One Piece,8.57,"Genres: Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen","Members 1,564,808",Type: TV,Episodes: Unknown,"Licensors: Funimation, 4Kids Entertainment",Studios: Toei Animation,Source: Manga,Duration: 24 min.,Premiered: Fall 1999,"Favorites: 125,934"
Ranked #80,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.57,"Genres: Action, Sci-Fi, Space, Super Power, Mecha","Members 179,388",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Gainax,Source: Original,Duration: 2 hr. 5 min.,Null,Favorites: 791
Ranked #81,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.57,"Genres: Action, Fantasy, Magic, Supernatural","Members 256,073",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: ufotable,Source: Visual novel,Duration: 1 hr. 57 min.,Null,"Favorites: 2,722"
Ranked #82,Bakuman. 3rd Season,8.56,"Genres: Comedy, Drama, Romance, Shounen","Members 284,535",Type: TV,Episodes: 25,"Licensors: None found, add some",Studios: J.C.Staff,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 2012,"Favorites: 2,712"
Ranked #83,Mushishi: Hihamukage,8.56,"Genres: Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen","Members 113,688",Type: Special,Episodes: 1,"Licensors: None found, add some",Studios: Artland,Source: Manga,Duration: 45 min.,Null,Favorites: 153
Ranked #84,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.56,"Genres: Drama, Fantasy, Psychological, Thriller","Members 542,710",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: White Fox,Source: Light novel,Duration: 28 min. per ep.,Premiered: Winter 2021,"Favorites: 9,119"
Ranked #85,Zoku Natsume Yuujinchou,8.56,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 211,732",Type: TV,Episodes: 13,"Licensors: NIS America, Inc.",Studios: Brain's Base,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2009,"Favorites: 1,309"
Ranked #86,Sora yori mo Tooi Basho,8.55,"Genres: Adventure, Comedy, Drama","Members 383,907",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Madhouse,Source: Original,Duration: 23 min. per ep.,Premiered: Winter 2018,"Favorites: 11,079"
Ranked #87,Yuru Camp△ Season 2,8.55,"Genres: Slice of Life, Comedy","Members 144,146",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: C-Station,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2021,"Favorites: 1,852"
Ranked #88,Haikyuu!!: To the Top 2nd Season,8.55,"Genres: Comedy, Sports, Drama, School, Shounen","Members 494,778",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: Production I.G,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2020,"Favorites: 4,207"
Ranked #89,Kara no Kyoukai 5: Mujun Rasen,8.55,"Genres: Action, Mystery, Supernatural, Drama, Romance, Thriller","Members 200,592",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: ufotable,Source: Light novel,Duration: 1 hr. 54 min.,Null,"Favorites: 3,942"
Ranked #90,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.54,"Genres: Action, Adventure, Comedy, Demons, Magic, Fantasy","Members 266,090",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: 8bit,Source: Light novel,Duration: Unknown,Premiered: Summer 2021,"Favorites: 3,805"
Ranked #91,Vivy: Fluorite Eye's Song,8.54,"Genres: Action, Music, Sci-Fi, Thriller","Members 272,614",Type: TV,Episodes: 13,Licensors: Aniplex of America,Studios: Wit Studio,Source: Original,Duration: 24 min. per ep.,Premiered: Spring 2021,"Favorites: 5,047"
Ranked #92,Neon Genesis Evangelion: The End of Evangelion,8.53,"Genres: Sci-Fi, Dementia, Psychological, Drama, Mecha","Members 659,171",Type: Movie,Episodes: 1,"Licensors: GKIDS, Manga Entertainment","Studios: Gainax, Production I.G",Source: Original,Duration: 1 hr. 27 min.,Null,"Favorites: 19,163"
Ranked #93,One Punch Man,8.53,"Genres: Action, Sci-Fi, Comedy, Parody, Super Power, Supernatural","Members 2,428,091",Type: TV,Episodes: 12,Licensors: VIZ Media,Studios: Madhouse,Source: Web manga,Duration: 24 min. per ep.,Premiered: Fall 2015,"Favorites: 51,431"
Ranked #94,Slam Dunk,8.53,"Genres: Comedy, Drama, School, Shounen, Sports","Members 223,521",Type: TV,Episodes: 101,"Licensors: Flatiron Film Company, Geneon Entertainment USA",Studios: Toei Animation,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 1993,"Favorites: 5,300"
Ranked #95,Gintama.: Porori-hen,8.53,"Genres: Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen","Members 145,916",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Bandai Namco Pictures,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2017,Favorites: 735
Ranked #96,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.53,"Genres: Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen","Members 199,250",Type: TV,Episodes: 26,"Licensors: Bandai Entertainment, Manga Entertainment",Studios: Production I.G,Source: Manga,Duration: 25 min. per ep.,Premiered: Winter 2004,"Favorites: 2,745"
Ranked #97,Ansatsu Kyoushitsu 2nd Season,8.52,"Genres: Action, Comedy, School, Shounen","Members 1,050,873",Type: TV,Episodes: 25,Licensors: Funimation,Studios: Lerche,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2016,"Favorites: 14,682"
Ranked #98,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,"Genres: Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen","Members 127,525",Type: Movie,Episodes: 1,Licensors: Sentai Filmworks,Studios: Sunrise,Source: Manga,Duration: 1 hr. 35 min.,Null,Favorites: 463
Ranked #99,Aria the Origination,8.51,"Genres: Sci-Fi, Slice of Life, Fantasy, Shounen","Members 104,293",Type: TV,Episodes: 13,Licensors: Nozomi Entertainment,Studios: Hal Film Maker,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2008,"Favorites: 3,603"
Ranked #100,Gintama: The Semi-Final,8.51,"Genres: Action, Comedy, Historical, Parody, Samurai, Shounen","Members 33,576",Type: Special,Episodes: 2,"Licensors: None found, add some",Studios: Bandai Namco Pictures,Source: Manga,Duration: 24 min. per ep.,Null,Favorites: 160
Ranked #51,Kaguya-sama wa Kokurasetai?: Tensai-tachi no Renai Zunousen,8.68,"Genres: Comedy, Psychological, Romance, School, Seinen","Members 845,675",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: A-1 Pictures,Source: Manga,Duration: 24 min. per ep.,Premiered: Spring 2020,"Favorites: 15,898"
Ranked #52,Hajime no Ippo: New Challenger,8.66,"Genres: Comedy, Sports, Drama, Shounen","Members 217,971",Type: TV,Episodes: 26,"Licensors: None found, add some",Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2009,"Favorites: 1,442"
Ranked #53,Howl no Ugoku Shiro,8.66,"Genres: Adventure, Drama, Fantasy, Romance","Members 967,467",Type: Movie,Episodes: 1,Licensors: Walt Disney Studios,Studios: Studio Ghibli,Source: Novel,Duration: 1 hr. 59 min.,Null,"Favorites: 18,817"
Ranked #54,Natsume Yuujinchou Shi,8.66,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 205,839",Type: TV,Episodes: 13,"Licensors: NIS America, Inc.",Studios: Brain's Base,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2012,"Favorites: 1,763"
Ranked #55,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.66,"Genres: Drama, Romance, School, Supernatural","Members 465,020",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: CloverWorks,Source: Light novel,Duration: 1 hr. 30 min.,Null,"Favorites: 7,373"
Ranked #56,Tengen Toppa Gurren Lagann,8.65,"Genres: Action, Sci-Fi, Adventure, Comedy, Mecha","Members 1,317,341",Type: TV,Episodes: 27,"Licensors: ADV Films, Bandai Entertainment, Aniplex of America",Studios: Gainax,Source: Original,Duration: 24 min. per ep.,Premiered: Spring 2007,"Favorites: 66,713"
Ranked #57,Violet Evergarden,8.65,"Genres: Slice of Life, Drama, Fantasy","Members 1,253,548",Type: TV,Episodes: 13,Licensors: Funimation,Studios: Kyoto Animation,Source: Light novel,Duration: 24 min. per ep.,Premiered: Winter 2018,"Favorites: 39,983"
Ranked #58,Natsume Yuujinchou Roku,8.64,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 147,790",Type: TV,Episodes: 11,"Licensors: None found, add some",Studios: Shuka,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2017,Favorites: 884
Ranked #59,Suzumiya Haruhi no Shoushitsu,8.64,"Genres: Comedy, Mystery, Romance, School, Sci-Fi, Supernatural","Members 518,464",Type: Movie,Episodes: 1,"Licensors: Funimation, Bandai Entertainment",Studios: Kyoto Animation,Source: Light novel,Duration: 2 hr. 42 min.,Null,"Favorites: 11,593"
Ranked #60,Shingeki no Kyojin Season 3,8.63,"Genres: Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen","Members 1,573,035",Type: TV,Episodes: 12,Licensors: Funimation,Studios: Wit Studio,Source: Manga,Duration: 23 min. per ep.,Premiered: Summer 2018,"Favorites: 15,161"
Ranked #61,Death Note,8.63,"Genres: Mystery, Police, Psychological, Supernatural, Thriller, Shounen","Members 2,968,435",Type: TV,Episodes: 37,Licensors: VIZ Media,Studios: Madhouse,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2006,"Favorites: 135,324"
Ranked #62,Josee to Tora to Sakana-tachi,8.63,"Genres: Slice of Life, Drama, Romance","Members 149,391",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: Bones,Source: Novel,Duration: 1 hr. 38 min.,Null,"Favorites: 2,213"
Ranked #63,Mushishi Zoku Shou: Suzu no Shizuku,8.62,"Genres: Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural","Members 104,249",Type: Movie,Episodes: 1,"Licensors: None found, add some",Studios: Artland,Source: Manga,Duration: 47 min.,Null,Favorites: 179
Ranked #64,Ookami Kodomo no Ame to Yuki,8.62,"Genres: Fantasy, Slice of Life","Members 667,970",Type: Movie,Episodes: 1,Licensors: Funimation,Studios: Studio Chizu,Source: Original,Duration: 1 hr. 57 min.,Null,"Favorites: 9,784"
Ranked #65,Ping Pong the Animation,8.62,"Genres: Drama, Psychological, Seinen, Sports","Members 299,455",Type: TV,Episodes: 11,Licensors: Funimation,Studios: Tatsunoko Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2014,"Favorites: 12,149"
Ranked #66,Kizumonogatari II: Nekketsu-hen,8.61,"Genres: Action, Mystery, Supernatural, Vampire","Members 344,110",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Shaft,Source: Light novel,Duration: 1 hr. 4 min.,Null,"Favorites: 1,897"
Ranked #67,Fumetsu no Anata e,8.6,"Genres: Adventure, Drama, Shounen, Supernatural","Members 462,138",Type: TV,Episodes: 20,"Licensors: None found, add some",Studios: Brain's Base,Source: Manga,Duration: 25 min. per ep.,Premiered: Spring 2021,"Favorites: 6,273"
Ranked #68,Yakusoku no Neverland,8.6,"Genres: Sci-Fi, Mystery, Horror, Psychological, Thriller, Shounen","Members 1,405,840",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: CloverWorks,Source: Manga,Duration: 22 min. per ep.,Premiered: Winter 2019,"Favorites: 29,355"
Ranked #69,Yojouhan Shinwa Taikei,8.6,"Genres: Mystery, Comedy, Psychological, Romance","Members 344,657",Type: TV,Episodes: 11,Licensors: Funimation,Studios: Madhouse,Source: Novel,Duration: 23 min. per ep.,Premiered: Spring 2010,"Favorites: 14,695"
Ranked #70,Natsume Yuujinchou San,8.59,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 213,247",Type: TV,Episodes: 13,"Licensors: NIS America, Inc.",Studios: Brain's Base,Source: Manga,Duration: 24 min. per ep.,Premiered: Summer 2011,"Favorites: 1,222"
Ranked #71,Shouwa Genroku Rakugo Shinjuu,8.59,"Genres: Drama, Historical, Josei","Members 241,820",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Studio Deen,Source: Manga,Duration: 26 min. per ep.,Premiered: Winter 2016,"Favorites: 5,091"
Ranked #72,Hajime no Ippo: Rising,8.59,"Genres: Comedy, Sports, Drama, Shounen","Members 191,888",Type: TV,Episodes: 25,"Licensors: None found, add some","Studios: Madhouse, MAPPA",Source: Manga,Duration: 22 min. per ep.,Premiered: Fall 2013,Favorites: 939
Ranked #73,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.59,"Genres: Action, Adventure, Shounen","Members 661,282",Type: TV,Episodes: 39,Licensors: VIZ Media,Studios: David Production,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2018,"Favorites: 21,518"
Ranked #74,Kimetsu no Yaiba,8.59,"Genres: Action, Demons, Historical, Shounen, Supernatural","Members 1,883,554",Type: TV,Episodes: 26,Licensors: Aniplex of America,Studios: ufotable,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2019,"Favorites: 60,305"
Ranked #75,Kimi no Suizou wo Tabetai,8.59,"Genres: Slice of Life, Drama, Romance","Members 588,158",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Studio VOLN,Source: Novel,Duration: 1 hr. 48 min.,Null,"Favorites: 13,036"
Ranked #76,Fate/Zero 2nd Season,8.58,"Genres: Action, Supernatural, Magic, Fantasy","Members 893,636",Type: TV,Episodes: 12,Licensors: Aniplex of America,Studios: ufotable,Source: Light novel,Duration: 24 min. per ep.,Premiered: Spring 2012,"Favorites: 17,543"
Ranked #77,Fruits Basket 2nd Season,8.58,"Genres: Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo","Members 293,050",Type: TV,Episodes: 25,Licensors: Funimation,Studios: TMS Entertainment,Source: Manga,Duration: 23 min. per ep.,Premiered: Spring 2020,"Favorites: 3,906"
Ranked #78,Natsume Yuujinchou Go,8.58,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 147,337",Type: TV,Episodes: 11,"Licensors: None found, add some",Studios: Shuka,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2016,Favorites: 657
Ranked #79,One Piece,8.57,"Genres: Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen","Members 1,564,784",Type: TV,Episodes: Unknown,"Licensors: Funimation, 4Kids Entertainment",Studios: Toei Animation,Source: Manga,Duration: 24 min.,Premiered: Fall 1999,"Favorites: 125,934"
Ranked #80,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,8.57,"Genres: Action, Sci-Fi, Space, Super Power, Mecha","Members 179,388",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: Gainax,Source: Original,Duration: 2 hr. 5 min.,Null,Favorites: 791
Ranked #81,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.57,"Genres: Action, Fantasy, Magic, Supernatural","Members 256,073",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: ufotable,Source: Visual novel,Duration: 1 hr. 57 min.,Null,"Favorites: 2,722"
Ranked #82,Bakuman. 3rd Season,8.56,"Genres: Comedy, Drama, Romance, Shounen","Members 284,548",Type: TV,Episodes: 25,"Licensors: None found, add some",Studios: J.C.Staff,Source: Manga,Duration: 24 min. per ep.,Premiered: Fall 2012,"Favorites: 2,712"
Ranked #83,Mushishi: Hihamukage,8.56,"Genres: Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen","Members 113,688",Type: Special,Episodes: 1,"Licensors: None found, add some",Studios: Artland,Source: Manga,Duration: 45 min.,Null,Favorites: 153
Ranked #84,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.56,"Genres: Drama, Fantasy, Psychological, Thriller","Members 542,833",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: White Fox,Source: Light novel,Duration: 28 min. per ep.,Premiered: Winter 2021,"Favorites: 9,119"
Ranked #85,Zoku Natsume Yuujinchou,8.56,"Genres: Slice of Life, Demons, Supernatural, Drama, Shoujo","Members 211,732",Type: TV,Episodes: 13,"Licensors: NIS America, Inc.",Studios: Brain's Base,Source: Manga,Duration: 24 min. per ep.,Premiered: Winter 2009,"Favorites: 1,309"
Ranked #86,Sora yori mo Tooi Basho,8.55,"Genres: Adventure, Comedy, Drama","Members 383,907",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: Madhouse,Source: Original,Duration: 23 min. per ep.,Premiered: Winter 2018,"Favorites: 11,080"
Ranked #87,Yuru Camp△ Season 2,8.55,"Genres: Slice of Life, Comedy","Members 144,146",Type: TV,Episodes: 13,"Licensors: None found, add some",Studios: C-Station,Source: Manga,Duration: 23 min. per ep.,Premiered: Winter 2021,"Favorites: 1,852"
Ranked #88,Haikyuu!!: To the Top 2nd Season,8.55,"Genres: Comedy, Sports, Drama, School, Shounen","Members 494,778",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: Production I.G,Source: Manga,Duration: 23 min. per ep.,Premiered: Fall 2020,"Favorites: 4,207"
Ranked #89,Kara no Kyoukai 5: Mujun Rasen,8.55,"Genres: Action, Mystery, Supernatural, Drama, Romance, Thriller","Members 200,592",Type: Movie,Episodes: 1,Licensors: Aniplex of America,Studios: ufotable,Source: Light novel,Duration: 1 hr. 54 min.,Null,"Favorites: 3,942"
Ranked #90,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.54,"Genres: Action, Adventure, Comedy, Demons, Magic, Fantasy","Members 266,090",Type: TV,Episodes: 12,"Licensors: None found, add some",Studios: 8bit,Source: Light novel,Duration: Unknown,Premiered: Summer 2021,"Favorites: 3,805"
